pmid,g2p_id
34260161,G2P00111
34262328,G2P00658
34263698,G2P00235
34265435,G2P00353
34267909,G2P00680
34268379,G2P01621
34271245,G2P00890
34272607,G2P01408
34272776,G2P00920
34272929,G2P00187;G2P00269;G2P00850;G2P00323
34273950,G2P00216
34275333,G2P01621
34276763,G2P02802
34281620,G2P03230
34282722,G2P02888
34282983,G2P01302
34288399,G2P01172
34288564,G2P00581
34291140,G2P01487
34292171,G2P00599
34293658,G2P00410
34293777,G2P01594
34297352,G2P00235
34298585,G2P00116
34301197,G2P00111
34306040,G2P00451
34307245,G2P02853
34307848,G2P00680
34309235,G2P01532
34310985,G2P00411
34312993,G2P00355
34315464,G2P00942
34315693,G2P01174
34316317,G2P03132
34318393,G2P00845
34320495,G2P01762
34321324,G2P01893
34322776,G2P02848
34325981,G2P00683
34326454,G2P00832
34330727,G2P01212
34333379,G2P03166
34334433,G2P01091
34334698,G2P00034
34335733,G2P00279;G2P01279
34337279,G2P01762
34338318,G2P00251
34338568,G2P00749
34338917,G2P01695
34339071,G2P02556
34342182,G2P00828
34342696,G2P01621
34344405,G2P00451
34345024,G2P01160
34346503,G2P00841
34347682,G2P00786
34348791,G2P00782
34348883,G2P01399
34352450,G2P00858;G2P00179
34353676,G2P01608
34354735,G2P00963
34355836,G2P00649;G2P01196
34356067,G2P01716
34356094,G2P01430;G2P00463
34358672,G2P00872
34359301,G2P01039
34360805,G2P00960
34365112,G2P01333
34368388,G2P00192
34368942,G2P01132
34374074,G2P01142;G2P00970;G2P01279
34377212,G2P01095
34379890,G2P00251
34380746,G2P01787
34384384,G2P02981;G2P00645
34386909,G2P01583
34387403,G2P00999;G2P01592
34387706,G2P00881
34389986,G2P00221
34391405,G2P02007
34392670,G2P00410
34394176,G2P01513
34394193,G2P01498
34394914,G2P01085
34395123,G2P00658
34395338,G2P01045
34396902,G2P00860
34400370,G2P01689
34400385,G2P02754
34400773,G2P02922
34403521,G2P00486
34405299,G2P00007
34405929,G2P03314
34408715,G2P00081
34409693,G2P00946
34410171,G2P01236
34413044,G2P01055
34413876,G2P01063
34415310,G2P03134
34418069,G2P00709
34418705,G2P00410
34419324,G2P02371
34421500,G2P01034;G2P01433
34422195,G2P00906;G2P00399
34425238,G2P00685
34425480,G2P02374
34425818,G2P00947
34426871,G2P01637
34427995,G2P00793;G2P01631
34430173,G2P00783;G2P00502
34431999,G2P01608
34432558,G2P00275
34435383,G2P00720;G2P00817
34436830,G2P00924
34438404,G2P00284
34440300,G2P00875
34440342,G2P00235
34440373,G2P01161;G2P01211
34440395,G2P00104
34441767,G2P02954
34445074,G2P00567
34448180,G2P01289
34449519,G2P00828
34450031,G2P03194
34453222,G2P00235
34453441,G2P00276
34454814,G2P01740
34456088,G2P00157
34456975,G2P00577
34459404,G2P01084
34460908,G2P00080
34462253,G2P00999
34462534,G2P01589
34464766,G2P01055
34466237,G2P03056
34466259,G2P00749
34467646,G2P01218
34469897,G2P01574
34470565,G2P01490
34472584,G2P01621
34475413,G2P01013
34476202,G2P00573
34476477,G2P00410
34477067,G2P01459
34477219,G2P01862
34478843,G2P00461
34481090,G2P00379
34483011,G2P01745
34484768,G2P00063
34484931,G2P01621
34485189,G2P02492
34488756,G2P00240
34489750,G2P00413
34490037,G2P03023
34490910,G2P00412
34490982,G2P00365
34492360,G2P00168
34494146,G2P00284
34498198,G2P00567
34500087,G2P00991
34501384,G2P00917
34504034,G2P01023
34504656,G2P01459
34505893,G2P03298
34507434,G2P01115
34508273,G2P00410
34510796,G2P00197
34512980,G2P00451
34513771,G2P00163
34514881,G2P00981
34517424,G2P01475
34517877,G2P01432
34518484,G2P01532;G2P01479;G2P00143
34521483,G2P00849
34521999,G2P01874
34522616,G2P01664
34524588,G2P00413
34525210,G2P01499
34526162,G2P01013
34526762,G2P00428;G2P01383
34528292,G2P00645
34529350,G2P00346
34530085,G2P00764
34530748,G2P01265
34531360,G2P01328
34531528,G2P03008
34535181,G2P00884
34536975,G2P01269
34537773,G2P00507
34538793,G2P00144
34538860,G2P01309
34539567,G2P01099
34539760,G2P03165
34540505,G2P03203
34544637,G2P02974
34545712,G2P00520
34546411,G2P00398
34547583,G2P00043
34547934,G2P01596
34550615,G2P00871;G2P01377
34551461,G2P00284
34552528,G2P01621
34553419,G2P00355
34556564,G2P00229
34558736,G2P01542
34558790,G2P01776
34559299,G2P00645
34559372,G2P01327
34562182,G2P00755
34564127,G2P02886
34565654,G2P01050
34566868,G2P01923
34566892,G2P01408
34567092,G2P00215
34567878,G2P00865
34568401,G2P00828
34569062,G2P03127
34569147,G2P00207
34570271,G2P00458;G2P00738
34570399,G2P03234
34570759,G2P01312
34573276,G2P02853
34573299,G2P00833
34573360,G2P00082
34573379,G2P01705
34573388,G2P01247
34579981,G2P00140
34582124,G2P00173;G2P02442
34583915,G2P00694
34584847,G2P00706
34587489,G2P03211
34589218,G2P01574
34589676,G2P02220
34592975,G2P01621
34593173,G2P01621
34594366,G2P01717
34595143,G2P01621
34596808,G2P00410
34597687,G2P01639
34597859,G2P01479;G2P00848
34598833,G2P02831
34600563,G2P01507
34602956,G2P01305
34602960,G2P02561
34604937,G2P01621
34609286,G2P02650
34612139,G2P00024
34620209,G2P00873
34622103,G2P02907
34624274,G2P01269
34624555,G2P02933
34625984,G2P01175
34626536,G2P00034
34627336,G2P00483
34628594,G2P01390
34628793,G2P01621
34630384,G2P01028
34630510,G2P00238
34631424,G2P00583
34631954,G2P02885
34631961,G2P02845
34632159,G2P00637
34632383,G2P03577;G2P03578
34633981,G2P00710
34637099,G2P00061
34637945,G2P03299
34639227,G2P00764
34642815,G2P02760;G2P01432
34643167,G2P01033
34644003,G2P00424
34646641,G2P00631
34647350,G2P00442
34648194,G2P01200
34648682,G2P02770
34650211,G2P00955
34652630,G2P00476
34654706,G2P00374
34655177,G2P01301
34656916,G2P03201
34659256,G2P00111
34660482,G2P00222
34663987,G2P03207
34664542,G2P01341
34666032,G2P02386
34666706,G2P03092
34667062,G2P00745
34668327,G2P01720
34668866,G2P00479
34670126,G2P00951
34670919,G2P01011
34672771,G2P00944;G2P01257
34673243,G2P03220
34674941,G2P01495
34675602,G2P00738
34676009,G2P00197
34677095,G2P01621
34678889,G2P01881
34679607,G2P01621
34680908,G2P01644;G2P01883
34680947,G2P01386
34680978,G2P02239;G2P02640
34681005,G2P01266
34681027,G2P00567;G2P00658;G2P01340
34681722,G2P00950;G2P01506;G2P01574
34682174,G2P00880
34685729,G2P00548
34687058,G2P01306
34687802,G2P00235
34689254,G2P00505
34690748,G2P01327;G2P03749
34693919,G2P01236
34695041,G2P02489
34698053,G2P01638
34699658,G2P01459
34700111,G2P02647
34700347,G2P00658
34702657,G2P00169
34704411,G2P01301
34706024,G2P00251
34710315,G2P01475
34711234,G2P00393
34712267,G2P00284
34712577,G2P01905
34713225,G2P01011
34713485,G2P00115
34714179,G2P01236;G2P01334;G2P01613
34715865,G2P00510
34716204,G2P01437;G2P00036
34716526,G2P02257
34716975,G2P01863
34717235,G2P00828
34717572,G2P01574;G2P01506;G2P00950
34718220,G2P01621
34718578,G2P00496
34719772,G2P01212
34720871,G2P00566
34726525,G2P00397
34728514,G2P00661
34731330,G2P01102
34737199,G2P00037
34738199,G2P00658
34738299,G2P02844
34738379,G2P01305
34740273,G2P00085
34740859,G2P02324
34741542,G2P02294
34741685,G2P01542
34745210,G2P00805;G2P00510
34747823,G2P01862
34750192,G2P01127
34750959,G2P00869
34751145,G2P00914
34754688,G2P00413
34755109,G2P00251
34755929,G2P01680
34758681,G2P00944
34761517,G2P03079
34765392,G2P00951
34765398,G2P00813
34765479,G2P00623
34765856,G2P00591
34766015,G2P03014
34766628,G2P01905
34768012,G2P00328
34773222,G2P00034;G2P00658;G2P00890
34773825,G2P02999
34775996,G2P00326
34776080,G2P01345
34777456,G2P00645
34777884,G2P01327
34777989,G2P02954
34778139,G2P00034
34779985,G2P03183
34784499,G2P00362
34787816,G2P00235
34788385,G2P00424
34788807,G2P01971
34789084,G2P00035
34789444,G2P01055
34790866,G2P00694
34791963,G2P01003
34793962,G2P01215
34794744,G2P01628
34796408,G2P00852
34797032,G2P00410
34799960,G2P01679
34800363,G2P03233
34801143,G2P00410
34802424,G2P01621
34803881,G2P01629
34804873,G2P03502
34805447,G2P01621
34805759,G2P00340
34807422,G2P00199;G2P00611
34811877,G2P00917
34813034,G2P00396
34813777,G2P00951;G2P00423;G2P01614
34815247,G2P00917
34815526,G2P01567
34816081,G2P00599
34819134,G2P01576
34819910,G2P00496
34820340,G2P00752
34821338,G2P00483
34821712,G2P01276
34822404,G2P00358
34826127,G2P00455
34826358,G2P00459
34828275,G2P00658
34828765,G2P01256
34831340,G2P01138
34832987,G2P03132
34833108,G2P01008
34836587,G2P01555
34837063,G2P00944
34837344,G2P02379
34837650,G2P01596
34840057,G2P01133
34840333,G2P01874
34840803,G2P01307
34841066,G2P01889
34841396,G2P00658
34842564,G2P01013
34842607,G2P00456
34844266,G2P02854
34845156,G2P00855
34847552,G2P00710
34848396,G2P01741
34851063,G2P00591
34851492,G2P01542
34856927,G2P00034
34857438,G2P00294
34857536,G2P01621
34857885,G2P00814
34858763,G2P00877
34859019,G2P00054
34861177,G2P03154
34863015,G2P00706
34864870,G2P03210
34866058,G2P01423
34866177,G2P03211
34867768,G2P00020
34871818,G2P00235
34872132,G2P01454
34872578,G2P01459
34873726,G2P00684
34877238,G2P01013
34878152,G2P00186
34883003,G2P00735;G2P00734;G2P01172
34884460,G2P01109
34884862,G2P00687;G2P01433;G2P01185
34888509,G2P03476
34888854,G2P00950;G2P01574
34890115,G2P01663
34890957,G2P00567
34894066,G2P01679
34894355,G2P02789
34896271,G2P01256
34896816,G2P00251
34897289,G2P00410
34899143,G2P00994
34899850,G2P00738
34900490,G2P00650
34902613,G2P02810;G2P01125
34904221,G2P01713
34905667,G2P00828
34906174,G2P02255
34906447,G2P02308
34906476,G2P01181
34906501,G2P01246
34906513,G2P00492;G2P01196;G2P00038;G2P01379
34907639,G2P02771
34908837,G2P00011
34909074,G2P01631
34912366,G2P01489;G2P00484
34914668,G2P00739
34915430,G2P01597
34916229,G2P01379
34917359,G2P00340
34918036,G2P02969
34919601,G2P02885
34924743,G2P01234;G2P00484
34925456,G2P01621
34928305,G2P00631
34935636,G2P00606
34936149,G2P01621
34937159,G2P01787
34938262,G2P00251
34940782,G2P00428;G2P00100
34942405,G2P00746
34943053,G2P00483
34943336,G2P01887
34944785,G2P00413;G2P01201
34946798,G2P03560
34946857,G2P00658;G2P01289;G2P01621
34948090,G2P00237
34948281,G2P00587
34950897,G2P01588
34951506,G2P01046
34953813,G2P00342
34956076,G2P00997
34956305,G2P00513
34957373,G2P02294
34958133,G2P00996
34962003,G2P01378
34964110,G2P01742
34965526,G2P00484
34966699,G2P00764
34969575,G2P01611
34969826,G2P00650
34970304,G2P01621
34970863,G2P00877
34971397,G2P00184
34974577,G2P00425
34976050,G2P00951
34976390,G2P01058
34976470,G2P01676
34976762,G2P02514
34979033,G2P01058
34980106,G2P01189
34980271,G2P00872
34980536,G2P01120
34981460,G2P00935;G2P00987
34988040,G2P00410
34988996,G2P03317
34991560,G2P02599
34997870,G2P00737;G2P01026;G2P01085;G2P00647
34999443,G2P01883
34999583,G2P01408
35001331,G2P03137
35001891,G2P01542
35002157,G2P00623
35002956,G2P03310;G2P00841
35003479,G2P00631
35005062,G2P01862
35005076,G2P00686
35006644,G2P00569
35007884,G2P01128
35012852,G2P01760
35015920,G2P00612
35017693,G2P01192
35018717,G2P00569
35021282,G2P02857
35023121,G2P02114
35026468,G2P01400;G2P02557
35027293,G2P00744
35028714,G2P00944
35034608,G2P01555
35037100,G2P01333
35037517,G2P00209
35038959,G2P00576
35039335,G2P00686
35042660,G2P01262
35047002,G2P01399
35047759,G2P01621
35047842,G2P02810
35052347,G2P03311
35052419,G2P00814
35052477,G2P01513
35054877,G2P01638
35058298,G2P00149;G2P00815
35058867,G2P01534
35060114,G2P02852
35060563,G2P01636
35063470,G2P00034
35079915,G2P01475
35080253,G2P01874
35080595,G2P00872
35081921,G2P00103
35082294,G2P00925
35082643,G2P00855
35082750,G2P01384
35084103,G2P01987
35084691,G2P00728
35086092,G2P03474
35088487,G2P01084
35089071,G2P00459
35090027,G2P01574
35090434,G2P00875
35091117,G2P00251;G2P00566;G2P00789;G2P01608
35093090,G2P01152
35093159,G2P02870
35093607,G2P01102
35094088,G2P01583
35094889,G2P00694
35095492,G2P00511
35098650,G2P01222;G2P00638
35099671,G2P02946
35099827,G2P01597
35101781,G2P00971;G2P00636
35102991,G2P00410
35104666,G2P00591
35109910,G2P01301
35110986,G2P01459
35112031,G2P03006
35113147,G2P01233
35113255,G2P00198
35114981,G2P02593
35116053,G2P02630
35118118,G2P00868
35119134,G2P01737
35119225,G2P00453
35121673,G2P01773
35122151,G2P00872
35122673,G2P01711
35126451,G2P00649
35127762,G2P01301
35129155,G2P00917
35130357,G2P00505
35130400,G2P00761
35133619,G2P00152;G2P01399;G2P00099
35134569,G2P03592
35138025,G2P01366
35139999,G2P00946
35140360,G2P01485;G2P01244;G2P01430
35142283,G2P01636
35143115,G2P00155
35144013,G2P02834
35146061,G2P01181
35146062,G2P02948
35146895,G2P02899
35147046,G2P01621
35147852,G2P00548
35148024,G2P00658
35150089,G2P01058
35151252,G2P03312;G2P01574
35151370,G2P03116
35154279,G2P00021
35155971,G2P00637
35159210,G2P02915
35160307,G2P01621
35162283,G2P03143
35163670,G2P00958
35164471,G2P01562
35165722,G2P01384
35166674,G2P00997
35168479,G2P00410
35170189,G2P01623
35172777,G2P00924
35177946,G2P00304;G2P01035;G2P00468
35178555,G2P02556
35179010,G2P01306
35180070,G2P01498
35181034,G2P01419
35186037,G2P02085
35186393,G2P00069
35186827,G2P01279
35188328,G2P03476
35189007,G2P00501
35190816,G2P01128
35194765,G2P00235
35195902,G2P01368
35196159,G2P01596
35196639,G2P01542
35196747,G2P01481
35197125,G2P00876
35198007,G2P02980
35198712,G2P01032;G2P00591
35199208,G2P01475
35199468,G2P00186;G2P00342
35205306,G2P00527
35205385,G2P03138
35206658,G2P03006
35209959,G2P01088
35211578,G2P00088
35211789,G2P00525
35218550,G2P01307
35218690,G2P00441
35219593,G2P01656
35221876,G2P00459
35221879,G2P01702
35222531,G2P03034
35224863,G2P00640
35229292,G2P01456
35229340,G2P01487
35232796,G2P02643
35234134,G2P01618
35235204,G2P00049
35235545,G2P01487
35238682,G2P00936;G2P02415
35239051,G2P00355
35241116,G2P02769;G2P01723
35242570,G2P00934
35243762,G2P01858
35246073,G2P01399
35246666,G2P00631
35247231,G2P03049
35247435,G2P01456
35250452,G2P00683
35252627,G2P03006;G2P03007
35253988,G2P00653;G2P02844
35254599,G2P00946
35258551,G2P01789
35260425,G2P00385
35261046,G2P00143
35263790,G2P01641
35266289,G2P00793
35273927,G2P01011
35274444,G2P01216
35277167,G2P01234
35278031,G2P01186;G2P03324
35278129,G2P00671
35278764,G2P02842
35280940,G2P01596
35281231,G2P00256;G2P00514;G2P00347
35281661,G2P01156
35281816,G2P01328
35284354,G2P00647
35291541,G2P00786
35292548,G2P01227
35295849,G2P03127
35296332,G2P00441
35298876,G2P00772
35299674,G2P00467
35301649,G2P01043;G2P01482;G2P00950;G2P01574
35303588,G2P00284
35304013,G2P01666
35305606,G2P03528
35306789,G2P03750
35308014,G2P00536
35313736,G2P01529
35315254,G2P01386
35319168,G2P01278;G2P00460
35322185,G2P01576
35322404,G2P00898
35325485,G2P03014
35327965,G2P00510
35331022,G2P01365
35332702,G2P01091
35339131,G2P00385
35341685,G2P01421
35341992,G2P01974
35342273,G2P01583
35344616,G2P00207
35347857,G2P01032;G2P00591
35350395,G2P00709
35350986,G2P00222
35351434,G2P00507
35354337,G2P00842
35354845,G2P01402
35355055,G2P00872
35355253,G2P01541
35356445,G2P02414
35356463,G2P00043
35357476,G2P00904
35358416,G2P03321
35359652,G2P00411
35360850,G2P00649
35361573,G2P00209
35362222,G2P00823;G2P01508
35363250,G2P00631
35365393,G2P00764
35368667,G2P01540
35371718,G2P00410
35373151,G2P00833
35373843,G2P00960
35379233,G2P01968
35379539,G2P00275
35382416,G2P01055
35382784,G2P00919
35385411,G2P01621
35385464,G2P01887
35386406,G2P00764
35387550,G2P01187
35390481,G2P01621
35391588,G2P00282
35393337,G2P03435
35393369,G2P01621
35395209,G2P01059
35395430,G2P01236
35396811,G2P01488
35398860,G2P00410
35399520,G2P03015
35400565,G2P01539
35401395,G2P00789;G2P01456
35401665,G2P01032
35402648,G2P00548
35407641,G2P03310
35410112,G2P01435
35414446,G2P01145
35414575,G2P02315
35415007,G2P01862
35415902,G2P01596
35416114,G2P00930
35417276,G2P01716
35417938,G2P00807
35418819,G2P01862
35418825,G2P00760
35419035,G2P00888
35419381,G2P01621
35420351,G2P01292
35422036,G2P00147
35422749,G2P00034
35422839,G2P02651
35428900,G2P00461
35431260,G2P01621
35431799,G2P01716
35432025,G2P00658
35432467,G2P00169
35433561,G2P02628
35434947,G2P00991
35435109,G2P01621
35437818,G2P01123
35438212,G2P00388
35438268,G2P01257
35438352,G2P03240
35439212,G2P01686
35439611,G2P00019;G2P03064
35441449,G2P01498
35443049,G2P00658
35444965,G2P00782
35445448,G2P00720
35446447,G2P00832
35448478,G2P00034
35449785,G2P00180
35451546,G2P02955
35453912,G2P00284
35455576,G2P02623
35456463,G2P01517
35456494,G2P01210
35457207,G2P01892
35457240,G2P00732
35460084,G2P00855
35461153,G2P00251
35461703,G2P02762
35463863,G2P00179;G2P03220
35463894,G2P01041
35464712,G2P00700
35466136,G2P01399
35466195,G2P00786
35468813,G2P01414
35470136,G2P00979
35477222,G2P01614
35477554,G2P01531
35477816,G2P02223
35477998,G2P02940
35481434,G2P02776
35484034,G2P02609
35484980,G2P01656
35486589,G2P01284
35487419,G2P03392
35487765,G2P00413;G2P01459;G2P01201
35488210,G2P01189
35490276,G2P00728
35491272,G2P00459
35498405,G2P00284
35498770,G2P00663
35502951,G2P01320
35503937,G2P00410
35504761,G2P02851;G2P00681
35506080,G2P01542
35509048,G2P00833
35509994,G2P01885
35510384,G2P03544
35512351,G2P02838
35514310,G2P00722
35521792,G2P00741
35524481,G2P00802
35524774,G2P00634;G2P01315;G2P00833;G2P00720
35526022,G2P00872
35527075,G2P00609
35533077,G2P03058
35533956,G2P00481
35535755,G2P00012
35536379,G2P02840
35536988,G2P00658
35537277,G2P01327
35546689,G2P01337
35547246,G2P01775
35548885,G2P00884
35557555,G2P00789;G2P01456
35557983,G2P00294
35558980,G2P03183
35562149,G2P00785
35562572,G2P01518;G2P00410;G2P00684;G2P00987
35562807,G2P03468
35563245,G2P00951
35564443,G2P01013
35567499,G2P00416
35567594,G2P02896
35569390,G2P00567
35571017,G2P00663
35571055,G2P03222
35571373,G2P00251
35573939,G2P02945
35573960,G2P00594
35574290,G2P00011
35574646,G2P01359
35576117,G2P01368;G2P01643
35579098,G2P01621
35581182,G2P01513
35581385,G2P01263
35581901,G2P00021
35583550,G2P03469
35584264,G2P01487
35584999,G2P01133
35587586,G2P00021
35588794,G2P00321;G2P00597
35589488,G2P02415
35590323,G2P03240
35592779,G2P00999;G2P00777
35593416,G2P00817
35593993,G2P00782
35595062,G2P03178
35595279,G2P02570
35595454,G2P03312
35595873,G2P00410
35596231,G2P00278
35599435,G2P02614
35601409,G2P01789
35605046,G2P00088
35605594,G2P00447
35606327,G2P00192
35606504,G2P00143
35607917,G2P03293
35609511,G2P01639
35612844,G2P01408
35613087,G2P02315
35614293,G2P01621
35617747,G2P01112
35618576,G2P01621
35618995,G2P03029
35620312,G2P01058
35626240,G2P01475
35626905,G2P01621
35627110,G2P02010
35627144,G2P00884
35627197,G2P02078
35627244,G2P03568
35633140,G2P00358
35633486,G2P01596
35633639,G2P00410
35633847,G2P00430
35637064,G2P01881
35638718,G2P02469
35640786,G2P01720
35644941,G2P00709
35645283,G2P00786
35645364,G2P01456
35646055,G2P00344
35646099,G2P01477
35651452,G2P01459
35651951,G2P01279
35654103,G2P00623
35655128,G2P01343
35656251,G2P00706;G2P00741
35660062,G2P01191
35661131,G2P00499
35661708,G2P00981
35662002,G2P00957
35663267,G2P00411
35665995,G2P01599
35666680,G2P00884
35668072,G2P01008
35668409,G2P00875
35668506,G2P01379;G2P00038
35669483,G2P03296
35672119,G2P00410
35674542,G2P00238
35675510,G2P02984
35676000,G2P00738
35677112,G2P00186
35678525,G2P01487
35679912,G2P02294
35684946,G2P03103
35688614,G2P01534
35689470,G2P00288
35692435,G2P00779
35692835,G2P00428
35693690,G2P01655
35695193,G2P00222
35698861,G2P03310
35700406,G2P00198
35706451,G2P00917
35707593,G2P00671
35711406,G2P00722
35711818,G2P00373
35713327,G2P01020
35715200,G2P00625
35716054,G2P00205
35716526,G2P00043
35716994,G2P00410
35717577,G2P03535
35718349,G2P03332
35722617,G2P01894
35726576,G2P01251
35730652,G2P01776
35736137,G2P01683
35738466,G2P01590;G2P00309;G2P00185;G2P01106
35741435,G2P00946
35741724,G2P02870
35743164,G2P01735;G2P02849
35745247,G2P01762
35751429,G2P03423
35752848,G2P00184
35754295,G2P00326
35755173,G2P00719
35756263,G2P00410
35756861,G2P02021
35758145,G2P01377
35760084,G2P00136
35761184,G2P00319
35764379,G2P00100;G2P00668;G2P01244;G2P01430;G2P00935
35765833,G2P00755
35766809,G2P01715
35767770,G2P00410
35768521,G2P00246;G2P03152
35769015,G2P00340
35769478,G2P01011
35770001,G2P03310
35770094,G2P01456;G2P00789
35772304,G2P01037
35774518,G2P01420
35776137,G2P01579;G2P01027
35776314,G2P01124
35777819,G2P00698
35778409,G2P03310;G2P03312
35782621,G2P01614
35782626,G2P01372
35783033,G2P01168
35789103,G2P03017
35789571,G2P00500
35790351,G2P00017
35791185,G2P00427
35791610,G2P00263
35792847,G2P00594
35793999,G2P00012;G2P00178;G2P00944;G2P01321;G2P01257
35795478,G2P01284
35795978,G2P00429
35796063,G2P01632
35796281,G2P00787
35796944,G2P03244
35801299,G2P00720
35801779,G2P00410
35802036,G2P01608
35803560,G2P00445;G2P00689
35806392,G2P03298
35808948,G2P00132
35811283,G2P00591;G2P01032
35811432,G2P01073
35812652,G2P00144
35813061,G2P02857
35814954,G2P01343
35815343,G2P00169
35817949,G2P00761
35819869,G2P01193
35821352,G2P00687
35822089,G2P00003
35822653,G2P01408;G2P00710
35829845,G2P00744
35831840,G2P00631
35834361,G2P00209
35836154,G2P02384
35840288,G2P02908
35842092,G2P00390
35846140,G2P02420
35846276,G2P01504
35846893,G2P00812
35851549,G2P01128
35852003,G2P00658
35852485,G2P01529
35852783,G2P02650
35853679,G2P03299
35854334,G2P00275
35856135,G2P03163
35857673,G2P01167
35858850,G2P01621;G2P00406
35859320,G2P00591
35860755,G2P01327
35862016,G2P00048
35863218,G2P00236;G2P01380
35864987,G2P00683
35865640,G2P01301
35865781,G2P00185
35866541,G2P02579
35870793,G2P00621;G2P00886;G2P00012
35871492,G2P03336
35872984,G2P00710
35873455,G2P00021
35873478,G2P02972
35873758,G2P01333
35874805,G2P00198
35875813,G2P00910
35876299,G2P01234
35876425,G2P03097
35882106,G2P00951
35882834,G2P02916
35883096,G2P00182
35883524,G2P00341
35883945,G2P00777
35884828,G2P03007
35885575,G2P00828
35885614,G2P03243
35885911,G2P00238
35892614,G2P01023
35893046,G2P01323
35893425,G2P02601
35895289,G2P01256
35896114,G2P02514
35897718,G2P00278
35901949,G2P00870
35902893,G2P00520
35903163,G2P02965
35906604,G2P01112
35907044,G2P00709
35908138,G2P00944
35908153,G2P00140
35911843,G2P00811
35911904,G2P00173
35912300,G2P00053;G2P00881;G2P01383
35912694,G2P03244
35914810,G2P02853
35918039,G2P01652
35918671,G2P01234
35919035,G2P01428
35920977,G2P01021
35921603,G2P02298
35923505,G2P00249
35923690,G2P00763
35924320,G2P03052
35925050,G2P00546
35925454,G2P01527
35925862,G2P03412
35927022,G2P00250;G2P01261
35928135,G2P00645
35928374,G2P01408
35930384,G2P01618
35932090,G2P01621
35932216,G2P00301
35933355,G2P03052
35933945,G2P01621
35934918,G2P01596
35937050,G2P02574;G2P02561;G2P01376;G2P01338
35938035,G2P00338
35938991,G2P02972
35939908,G2P01596
35943032,G2P02324
35943375,G2P01621
35946463,G2P00001
35946480,G2P00840
35947102,G2P00827
35949226,G2P02375
35949830,G2P02068
35950157,G2P03311
35951741,G2P00314
35952926,G2P00275;G2P00647
35953512,G2P00969
35955962,G2P01600;G2P01394
35956038,G2P00523
35956272,G2P01093
35958499,G2P00410
35960161,G2P00955
35962997,G2P00877
35964295,G2P00410
35967575,G2P00036
35973905,G2P02956
35974842,G2P00365
35976144,G2P03201
35977450,G2P01713
35978409,G2P01036
35978942,G2P00786
35979408,G2P00597;G2P00277;G2P00082
35979655,G2P03058
35979842,G2P01555
35979925,G2P01316
35980487,G2P01251
35982870,G2P01284
35983751,G2P03006
35983985,G2P03433
35986401,G2P01077
35990009,G2P01468
35990031,G2P00352
35992907,G2P02861
35994037,G2P00034;G2P00890
35997397,G2P00331
36000290,G2P01614
36004035,G2P01036
36004948,G2P01091
36005254,G2P00872
36010119,G2P01348
36011323,G2P02580
36011358,G2P01058
36012355,G2P00658
36012761,G2P00063
36017700,G2P03071
36018820,G2P03463
36029610,G2P01534
36031702,G2P00782
36031907,G2P01621
36033615,G2P00296
36034297,G2P00410
36035112,G2P00209
36035165,G2P01576
36035190,G2P01666
36037197,G2P00061
36039988,G2P01623
36041635,G2P00832
36041864,G2P00789;G2P01456
36042462,G2P00023
36046390,G2P00786
36048237,G2P01621
36049609,G2P00396
36050309,G2P00410
36051116,G2P00520
36051692,G2P01461
36051836,G2P00637
36054293,G2P01253
36054588,G2P00082;G2P00548;G2P01026
36054901,G2P01741
36061210,G2P01642
36061388,G2P00541
36067766,G2P03349
36068688,G2P03546
36070007,G2P00210
36071510,G2P00759
36071887,G2P02573
36073542,G2P03331
36074705,G2P00728
36076658,G2P00786
36077081,G2P01473
36081873,G2P00709;G2P00392;G2P00228
36082373,G2P00979
36082608,G2P03310
36082647,G2P01656
36082953,G2P01334
36087421,G2P02649
36088066,G2P00719
36089563,G2P01515
36090575,G2P00757
36092864,G2P01593
36092889,G2P00346
36093091,G2P00832
36094066,G2P03006
36096209,G2P00491
36096774,G2P01076
36097244,G2P00946;G2P00162
36097643,G2P00410
36099027,G2P00113
36101823,G2P00150
36102233,G2P03298
36102618,G2P01621
36103875,G2P03347
36105049,G2P00869
36105777,G2P01096;G2P01148
36106422,G2P01637
36107625,G2P01487
36111109,G2P02812
36112314,G2P01621
36113068,G2P00816
36117579,G2P00849
36117978,G2P01574
36118858,G2P01601
36119679,G2P00302
36119727,G2P01011
36120649,G2P02893
36121006,G2P03350
36123134,G2P03137
36123719,G2P01650
36124076,G2P01256
36124617,G2P00481
36125370,G2P02469
36126956,G2P01405
36127120,G2P00410
36128167,G2P01013
36129623,G2P01156
36130631,G2P03132
36130887,G2P03528
36135319,G2P01489
36137072,G2P00410
36137348,G2P00682;G2P02233
36137473,G2P01399
36138264,G2P00875
36138863,G2P00235
36140726,G2P02851;G2P00681
36140775,G2P00658
36142570,G2P01327
36147820,G2P00385
36151134,G2P00042
36152823,G2P01541
36157071,G2P00570;G2P00898
36157999,G2P01588
36158052,G2P00382
36158055,G2P01555
36159980,G2P00507
36160609,G2P00251
36160614,G2P01621
36160623,G2P01016
36165107,G2P01043;G2P00171;G2P00185
36165421,G2P01541
36168972,G2P00162
36170577,G2P01266
36174535,G2P00187
36175354,G2P00495
36175752,G2P01541
36176293,G2P01013
36176336,G2P01068
36176564,G2P00251
36176870,G2P02785
36178414,G2P00828
36180229,G2P00003
36181023,G2P01408
36181241,G2P00819;G2P00877;G2P01155;G2P01874
