pmid,g2p_id
31729179,G2P03296
31730227,G2P01371
31732390,G2P00709
31733597,G2P01043
31735293,G2P02568
31736117,G2P00024
31737052,G2P00794
31737996,G2P02440;G2P01765;G2P00882
31741821,G2P01900
31741826,G2P01016
31743061,G2P00433
31746383,G2P01341
31746477,G2P01088
31749288,G2P00111
31751304,G2P01583
31752730,G2P00180
31754459,G2P02935
31755649,G2P00881
31755796,G2P00873
31756056,G2P00197
31758712,G2P00998
31758855,G2P01041
31760938,G2P00284
31761294,G2P02913
31762358,G2P01390
31763299,G2P00410
31768969,G2P03397;G2P00730;G2P03576;G2P02601
31769200,G2P01217
31777199,G2P00786
31777464,G2P00413;G2P01201
31777725,G2P01328
31778737,G2P00786
31781162,G2P01278
31782289,G2P00285
31788251,G2P00216
31788460,G2P01287
31789720,G2P00989
31789838,G2P01378
31793735,G2P01621
31794024,G2P03047
31795491,G2P02907
31796081,G2P01337;G2P00706;G2P02910;G2P02418
31799455,G2P00410
31802621,G2P01191
31803239,G2P00143
31803976,G2P00436
31804259,G2P01419
31805580,G2P00959
31805970,G2P00410
31807296,G2P00198
31812316,G2P01588
31812707,G2P00698
31814264,G2P03025
31814321,G2P00738
31817799,G2P01076
31819025,G2P01627
31820119,G2P02926
31821609,G2P01359
31822532,G2P00331
31822786,G2P00946
31824579,G2P01522
31825089,G2P01746
31826698,G2P00471
31827005,G2P03015;G2P02972
31827910,G2P01554
31829726,G2P00063
31830321,G2P00872
31831980,G2P00979
31832414,G2P01621
31833082,G2P00749
31833187,G2P01217
31833200,G2P01192
31833240,G2P00829
31834604,G2P00554
31835056,G2P00304;G2P00927
31836586,G2P00289
31836692,G2P00599
31837705,G2P02859
31839203,G2P02659
31840915,G2P01490
31844624,G2P01048
31846209,G2P00738
31847838,G2P00728
31848803,G2P02227;G2P02559
31849109,G2P00410
31849949,G2P01541
31854518,G2P00037
31855466,G2P01270;G2P01636
31855845,G2P00763
31856875,G2P00884
31857328,G2P00944
31857427,G2P00674
31857799,G2P00275
31858400,G2P00424
31861118,G2P01590;G2P00120
31867230,G2P00062;G2P00595
31868227,G2P00156
31870341,G2P02294
31871801,G2P03570
31871823,G2P01055
31872048,G2P00887
31875585,G2P03201
31875997,G2P00833
31878865,G2P00658
31879361,G2P01571;G2P02007;G2P01230;G2P01495
31880396,G2P01722
31883305,G2P00458;G2P00738
31883531,G2P01767
31883645,G2P02917
31885872,G2P02986
31886188,G2P00410
31887771,G2P00849;G2P01327
31888892,G2P01498
31889847,G2P00881
31889957,G2P01621
31893057,G2P03006
31893529,G2P00031
31898322,G2P00038
31898846,G2P01033;G2P01514
31900929,G2P02577
31901402,G2P00461
31903733,G2P00639
31903995,G2P01621
31904124,G2P01608
31905796,G2P00940;G2P01694
31907964,G2P03442
31909500,G2P00786
31909820,G2P01621
31910188,G2P00875
31911748,G2P01284
31911919,G2P00398
31915033,G2P01114;G2P00492;G2P01379
31916709,G2P00031;G2P01540
31918669,G2P00302
31919629,G2P01621
31920647,G2P00371;G2P03414
31922275,G2P00568
31922496,G2P01421
31923470,G2P03209
31924237,G2P00706
31924705,G2P00410
31925597,G2P00017
31926093,G2P01106
31927143,G2P00567;G2P00658
31927558,G2P01364
31929334,G2P01092
31929335,G2P02380
31934135,G2P01041
31934457,G2P03029
31934898,G2P03201
31936870,G2P00113
31940699,G2P01789
31942422,G2P00850
31944285,G2P02827
31948187,G2P00910
31949017,G2P01323
31949432,G2P01592
31951329,G2P01303;G2P00100
31952437,G2P00451;G2P00860
31953236,G2P02566
31954625,G2P00119;G2P00807
31955126,G2P01179
31957011,G2P00877
31957151,G2P00999
31958484,G2P00034
31965066,G2P02913
31965418,G2P01422
31966564,G2P00764
31967959,G2P00283;G2P00388
31969346,G2P01627
31970108,G2P00459
31970217,G2P00126
31970223,G2P00935
31970230,G2P00890
31971667,G2P00413
31973983,G2P01327
31976094,G2P02419
31976147,G2P00550
31977144,G2P00929
31977693,G2P00410
31977897,G2P01498
31978615,G2P01556
31981414,G2P00706
31981616,G2P01246
31985013,G2P01207
31985336,G2P01115
31990478,G2P01338
31995250,G2P01042
31998667,G2P00363
31999076,G2P01580
31999386,G2P03424
32001146,G2P01621
32001297,G2P00024;G2P00720;G2P00833
32002278,G2P00461
32004679,G2P02228
32005221,G2P02492
32007091,G2P00077
32008911,G2P02977
32009323,G2P00728
32010998,G2P00738
32011755,G2P00346
32012997,G2P00658
32014045,G2P01614
32015175,G2P01562
32015378,G2P00127
32021209,G2P01621
32021600,G2P01297
32021610,G2P00720
32021804,G2P01879;G2P01760
32021873,G2P01574
32022400,G2P03310
32022998,G2P01522
32028638,G2P00275
32028919,G2P00645
32029970,G2P00944
32032242,G2P01193
32038964,G2P00855
32039504,G2P00658
32040826,G2P01112
32045149,G2P01487
32048457,G2P00403
32049367,G2P02590
32049653,G2P01106
32054441,G2P03310
32055034,G2P01051
32055132,G2P00600
32056260,G2P00749
32057122,G2P00609
32057594,G2P01036
32058060,G2P00413
32059735,G2P00857
32062104,G2P01600
32064983,G2P00496
32065455,G2P02588;G2P03442
32065942,G2P01670
32070364,G2P03029
32071555,G2P00037;G2P01513
32071833,G2P00217;G2P00445
32071842,G2P00536
32073546,G2P01294
32074998,G2P01289
32079034,G2P00251
32079640,G2P01037
32081609,G2P01541
32082653,G2P01100
32085749,G2P00850
32087350,G2P00547
32088416,G2P01848
32089526,G2P00694
32089936,G2P00410
32092148,G2P01665
32092475,G2P01621
32094283,G2P01343
32100099,G2P02946
32100467,G2P03442;G2P02588
32104616,G2P01576
32105570,G2P00034
32108395,G2P00057;G2P00775;G2P00269;G2P00850;G2P02315
32108967,G2P00111
32109208,G2P00369
32111562,G2P00302
32111695,G2P01385
32112393,G2P01300;G2P00272
32115343,G2P00294
32115698,G2P01189
32116944,G2P00275
32117442,G2P00563
32123124,G2P00702
32127157,G2P01182
32129227,G2P00240
32129674,G2P00827
32132200,G2P03175
32134591,G2P00082
32134596,G2P01209
32138288,G2P01294;G2P01449
32139460,G2P00165
32143628,G2P01037
32144589,G2P00021
32144790,G2P00131
32144894,G2P03310
32150337,G2P00843
32151765,G2P00734
32153129,G2P02919
32154989,G2P00602;G2P00645;G2P01342
32157189,G2P00022
32157688,G2P02962
32158379,G2P02489
32162493,G2P01262
32164334,G2P00149;G2P01580;G2P00777;G2P00011
32164556,G2P03310
32164589,G2P00995
32165602,G2P00009
32165824,G2P01086;G2P00980
32165899,G2P00423
32166732,G2P00819
32166868,G2P01293
32168380,G2P00447
32169460,G2P00755
32171285,G2P00819
32171572,G2P00739
32172608,G2P01061;G2P00207
32174959,G2P00959
32178553,G2P01187
32180165,G2P00637
32180285,G2P01732
32181284,G2P02280
32183506,G2P01085
32187816,G2P01512
32188418,G2P01013
32189864,G2P01475
32190315,G2P00413
32193085,G2P00251
32193832,G2P00734;G2P00735;G2P01172
32195677,G2P00207
32195974,G2P01475
32196641,G2P02416
32196822,G2P01600
32198973,G2P02878
32201334,G2P00070
32201602,G2P02068
32202700,G2P01514
32205117,G2P01329
32206464,G2P02608
32206900,G2P01621
32207228,G2P00251
32209221,G2P00571
32211025,G2P00342
32213280,G2P02859
32214004,G2P01715
32217978,G2P00275
32219082,G2P00728
32220290,G2P02944
32221050,G2P01307
32221810,G2P00159
32222606,G2P01013
32223457,G2P00600
32224772,G2P00238
32225089,G2P01648
32227164,G2P02949
32227665,G2P01182
32228492,G2P02608
32229106,G2P00507
32237035,G2P00461
32240826,G2P00924
32242326,G2P00919
32242911,G2P01013
32245022,G2P00828
32245340,G2P00543
32246533,G2P00410;G2P01345
32246862,G2P02228
32248052,G2P03570
32252217,G2P01298
32253875,G2P01232
32256299,G2P00831
32257192,G2P01334
32265191,G2P00999
32266982,G2P00645
32268899,G2P00155
32270733,G2P00573
32274043,G2P02418
32274237,G2P01284
32275884,G2P02569
32277359,G2P00410
32277509,G2P01777
32278545,G2P00933
32278698,G2P01479
32279305,G2P00237
32280632,G2P00182
32281057,G2P01368
32281310,G2P00021
32281454,G2P00577
32282352,G2P01463
32283244,G2P00698
32284663,G2P00728
32292456,G2P00182
32292771,G2P00496
32293785,G2P01576
32295219,G2P01634
32295643,G2P00805;G2P00510
32297715,G2P02793
32298796,G2P01528
32299476,G2P00960
32299744,G2P00283
32299812,G2P01776
32302040,G2P01974
32303682,G2P00718
32304187,G2P01218
32305257,G2P00432
32305686,G2P01862
32306954,G2P01244
32309624,G2P01363
32313033,G2P01270;G2P01636
32314439,G2P00500
32319661,G2P01099;G2P00397
32319732,G2P01366
32323081,G2P03474
32323820,G2P01342
32325225,G2P02910
32327288,G2P00228
32328110,G2P01693
32329019,G2P00884
32333439,G2P01908
32336483,G2P02785
32337346,G2P01641
32337609,G2P00960
32340490,G2P00240
32341572,G2P03568
32342646,G2P01035
32344414,G2P01278
32345305,G2P00507
32347653,G2P02220
32349000,G2P02068
32354056,G2P00663
32354323,G2P02827
32355960,G2P01112
32357851,G2P00410
32360255,G2P02366
32362866,G2P01456
32363625,G2P01730
32365420,G2P00330
32365958,G2P01256
32367299,G2P00871
32369452,G2P00462
32369665,G2P01102
32374048,G2P00155;G2P03142;G2P00333
32375665,G2P00182
32375772,G2P00319
32376645,G2P01216
32381089,G2P00439;G2P01461
32383294,G2P03200
32384486,G2P00525
32385905,G2P01470
32386558,G2P02969
32387185,G2P01542
32388624,G2P00410
32391291,G2P00271;G2P01611
32391929,G2P01327
32392612,G2P00410
32393149,G2P00209
32393263,G2P01398
32393377,G2P00410
32394213,G2P00240
32395249,G2P00979
32395410,G2P01224
32396277,G2P00881
32397791,G2P01759
32399949,G2P00871
32400752,G2P03240
32400968,G2P01716
32403337,G2P00355;G2P00884
32406602,G2P01013
32407401,G2P00228
32410949,G2P00919
32412080,G2P00498;G2P02840;G2P02380;G2P02445
32412169,G2P01728
32412666,G2P00682
32415020,G2P01005
32416898,G2P00197
32417793,G2P01621
32417998,G2P02933
32421798,G2P01384
32421885,G2P02096
32422350,G2P00877
32424177,G2P00271;G2P01611
32425876,G2P01036
32426512,G2P03114
32430359,G2P01419
32432520,G2P01484
32435502,G2P00424
32435981,G2P00507
32436198,G2P01621
32436647,G2P00832
32436861,G2P00410
32437521,G2P00042
32438064,G2P01541
32439618,G2P02938
32443863,G2P03125;G2P01013
32444167,G2P00645
32447765,G2P01230
32448915,G2P01408
32449287,G2P02977
32454992,G2P01107
32459320,G2P01099;G2P01258
32459745,G2P00917
32460719,G2P01483
32460883,G2P00816
32461083,G2P00413
32462814,G2P03162
32464347,G2P00355
32467297,G2P01555
32469048,G2P03126
32470375,G2P02968
32473228,G2P00965
32475314,G2P02585
32475824,G2P00637
32476269,G2P01631
32476291,G2P00761
32477400,G2P01873
32477580,G2P01481
32478388,G2P01091
32482918,G2P00088
32487525,G2P00709
32488450,G2P03528
32489883,G2P01055
32493623,G2P00507
32494556,G2P00668
32496467,G2P00385
32499600,G2P00024
32505769,G2P01372
32506268,G2P00244
32508745,G2P00875;G2P00102
32508908,G2P03298
32509852,G2P00949
32509969,G2P00709
32514133,G2P01077;G2P02988
32514400,G2P03749
32515140,G2P01172;G2P00734;G2P00735
32515830,G2P00601;G2P01292
32518176,G2P01497
32518791,G2P01541
32519510,G2P01908
32519765,G2P00344
32522501,G2P01621
32522799,G2P03015
32522921,G2P02859
32524181,G2P00410
32524545,G2P00229
32525229,G2P00738
32527145,G2P01720
32529760,G2P00399
32530099,G2P00177
32532640,G2P01456
32532879,G2P03015
32532883,G2P00624
32532910,G2P00251
32533299,G2P01636
32533362,G2P02385
32533814,G2P00650
32538359,G2P01505
32540801,G2P00251
32543101,G2P01621
32543299,G2P02077
32545517,G2P01498
32546215,G2P03468;G2P00143
32547927,G2P00946
32548202,G2P00599
32551145,G2P00579
32551328,G2P00358
32552135,G2P01189
32552261,G2P01321
32556454,G2P01407
32556653,G2P01459
32559514,G2P01305
32561870,G2P00034
32562828,G2P01013
32564019,G2P00818
32564157,G2P01731
32569165,G2P01307
32569449,G2P01109
32571898,G2P01342;G2P00599
32576493,G2P01055
32576818,G2P00567
32582293,G2P00502
32582916,G2P01036
32585529,G2P01414
32585897,G2P03035
32587836,G2P00104
32591344,G2P00272;G2P01300
32592741,G2P02280
32593191,G2P03014
32593896,G2P00251;G2P00887;G2P01608
32594144,G2P02577
32595371,G2P01621
32596139,G2P00229
32599602,G2P01481
32600475,G2P00935
32601904,G2P00410
32604955,G2P01528
32605629,G2P00180
32606125,G2P01461
32607479,G2P03174
32609826,G2P03310
32610327,G2P01621
32615666,G2P00741
32615693,G2P00246
32617712,G2P00410
32618029,G2P00326
32621286,G2P00329
32621590,G2P00021
32622959,G2P02915
32625234,G2P02856;G2P01096;G2P03588
32627004,G2P01298
32628763,G2P00088
32629717,G2P00667
32631816,G2P03044
32633875,G2P00511
32635232,G2P00536
32637322,G2P01326
32637636,G2P01304
32639238,G2P01872
32640305,G2P03111
32641638,G2P00722
32641752,G2P01406
32642740,G2P00410
32643123,G2P00763
32643187,G2P01128
32643282,G2P00714
32646411,G2P00547
32647899,G2P02885
32648047,G2P00936
32651481,G2P00901;G2P01041
32652330,G2P01256
32655339,G2P01500
32655623,G2P00208;G2P00366;G2P00887;G2P02857
32657013,G2P01576
32657433,G2P00413
32657880,G2P01787
32659295,G2P02854
32660449,G2P00473
32660933,G2P01478
32664073,G2P02007
32664367,G2P00413
32664970,G2P00886
32669490,G2P01539
32670353,G2P00283
32671003,G2P00147
32676731,G2P00342
32677750,G2P00459
32677908,G2P02827
32678152,G2P00658
32679806,G2P00934
32682289,G2P01036
32683805,G2P00410
32684373,G2P03203
32687635,G2P00543
32688058,G2P00658
32692051,G2P00872
32696056,G2P00367
32697347,G2P01578
32698527,G2P01013
32698758,G2P01023
32699053,G2P01399
32699506,G2P00033
32700054,G2P03007
32700771,G2P00773
32701632,G2P01486
32703043,G2P01594
32705143,G2P00998
32705527,G2P00427
32705777,G2P01874
32708003,G2P00946
32710267,G2P00685
32710489,G2P03422;G2P02421
32710939,G2P00672;G2P01539
32712428,G2P00082
32712652,G2P00367
32712863,G2P01498
32713175,G2P02885
32714589,G2P01662
32714619,G2P01485
32715658,G2P00621
32716213,G2P00658
32716646,G2P01487
32717757,G2P00473
32718119,G2P00755
32720365,G2P00827
32720756,G2P01621
32725870,G2P00828
32726939,G2P01536
32727600,G2P01283
32728090,G2P01057
32735948,G2P02993
32736238,G2P02906
32737136,G2P03195
32737436,G2P00462
32738165,G2P00086;G2P00461;G2P00636;G2P01549
32738304,G2P03014
32740430,G2P00599
32741584,G2P00510
32742935,G2P00689
32744739,G2P01663;G2P03384
32745970,G2P01390
32746767,G2P01617
32746806,G2P00959
32747156,G2P00303
32747439,G2P03028
32748411,G2P00341
32748512,G2P00756
32748606,G2P00868
32751929,G2P00206;G2P02324;G2P00562
32756064,G2P00591
32756155,G2P00777
32758526,G2P00284;G2P01590
32760762,G2P01167
32761064,G2P03029
32765227,G2P01270;G2P01636
32765831,G2P01384
32765914,G2P00222
32765929,G2P00566
32765933,G2P00752
32766184,G2P02068
32769929,G2P00003
32770317,G2P00003
32772515,G2P00989
32773449,G2P00355
32774083,G2P00786
32774281,G2P00828
32776686,G2P01088
32778762,G2P00160
32779421,G2P00352
32783269,G2P01152
32787808,G2P02577
32788663,G2P03139
32791992,G2P01058
32793091,G2P00756;G2P00381
32802954,G2P01882
32803091,G2P00284
32804436,G2P01399
32807111,G2P01400
32807681,G2P00034
32808377,G2P01741
32808810,G2P01295
32810689,G2P02589
32811091,G2P00410
32811240,G2P00215
32812194,G2P03437
32812336,G2P02793
32812661,G2P01235
32815886,G2P01182
32816169,G2P00034
32820034,G2P01452
32820246,G2P02414
32820876,G2P01408;G2P01637
32822874,G2P00551
32825426,G2P02634
32826474,G2P00218
32827036,G2P00645
32827185,G2P02021
32827848,G2P01218
32831372,G2P00137
32832037,G2P00505
32833227,G2P00366
32838743,G2P00787
32841162,G2P01643
32841186,G2P01621
32841355,G2P01258
32842615,G2P01459
32843486,G2P03196
32843832,G2P01621
32844440,G2P00334
32845010,G2P00728
32846814,G2P00599
32847563,G2P00082
32847954,G2P00304;G2P03578
32848441,G2P01586
32849781,G2P01189
32851303,G2P01306
32851577,G2P01748
32852845,G2P01660
32853054,G2P01608
32853554,G2P00251;G2P01597;G2P01128
32855001,G2P00042
32856424,G2P00832
32856472,G2P00343
32857947,G2P00554
32858545,G2P02469
32859844,G2P00159;G2P01681;G2P00390
32860533,G2P00351
32863083,G2P01456
32864536,G2P03006
32864817,G2P00123
32866120,G2P00591
32870032,G2P00845
32871052,G2P01774
32871349,G2P01390
32872024,G2P00489
32873259,G2P00410;G2P00853
32877683,G2P00566
32883051,G2P01527
32883247,G2P01587
32883383,G2P00927
32884387,G2P00029
32884998,G2P00713
32886433,G2P01974
32888375,G2P00746
32888510,G2P02968
32890691,G2P00673
32893083,G2P00081
32893466,G2P03162
32895939,G2P01055
32896647,G2P01513
32897366,G2P00019;G2P00384
32902009,G2P01377
32903878,G2P00590
32904881,G2P01507
32905004,G2P00088
32905056,G2P01325
32906216,G2P02910
32907636,G2P00277
32913013,G2P01055
32913962,G2P00599
32914449,G2P00294
32914730,G2P00680
32917465,G2P01456
32918531,G2P01021;G2P01363;G2P01716
32920378,G2P01560
32920683,G2P00309
32921582,G2P02995
32921676,G2P02857
32923369,G2P01385
32923878,G2P01390
32926352,G2P01484
32928027,G2P01745
32928829,G2P01534
32931186,G2P02802
32932528,G2P01278;G2P00460
32939435,G2P00599
32940098,G2P01733
32942014,G2P01456
32943010,G2P01236
32944671,G2P00881
32944789,G2P00384
32945398,G2P00502
32945607,G2P00479
32947049,G2P00192
32947579,G2P00658;G2P00912
32948218,G2P00738
32949114,G2P02839
32949189,G2P01347
32949958,G2P01753
32950540,G2P00410
32951359,G2P01621
32952419,G2P00658
32952630,G2P01325
32953421,G2P01270;G2P01636
32954044,G2P01347
32954377,G2P00802
32954510,G2P01494
32954625,G2P00034
32954677,G2P01400
32956079,G2P01031
32958032,G2P00881
32958321,G2P00198
32959737,G2P02375
32959784,G2P00410
32962661,G2P02902;G2P00291
32963778,G2P01347
32969201,G2P01325
32969582,G2P01013
32973946,G2P01898
32975022,G2P01677
32977175,G2P01102
32979981,G2P00410
32980524,G2P00021;G2P01488;G2P00055
32980981,G2P01542
32983484,G2P00284
32983894,G2P00284
32984200,G2P01522
32990989,G2P00875
32991447,G2P00331
32992000,G2P00221
32993552,G2P01260
32993728,G2P02870
32995020,G2P00088
32997713,G2P03023
33000604,G2P01041
33004732,G2P01690
33005176,G2P01495
33006724,G2P00265;G2P00326
33008311,G2P00637
33009816,G2P01710
33012273,G2P03486
33015405,G2P00428
33023580,G2P00683
33024313,G2P01555
33024953,G2P01639;G2P00682
33026538,G2P02218
33026893,G2P01152
33029631,G2P01258
33029712,G2P00093;G2P00448;G2P00965;G2P01578
33030252,G2P03232
33037729,G2P01224
33038107,G2P01159
33040083,G2P02601
33042238,G2P01610
33042249,G2P00642
33042910,G2P00173
33043631,G2P00752
33044027,G2P01402;G2P01241;G2P01390
33045407,G2P00258
33047306,G2P01596
33048330,G2P00381
33051312,G2P01890
33051786,G2P02885
33051983,G2P01257
33053393,G2P01578
33058447,G2P00272
33058509,G2P01459
33059505,G2P01112
33063428,G2P01631;G2P00793
33063863,G2P00358
33066491,G2P00779
33067246,G2P03005
33068675,G2P00185
33069932,G2P00140
33070251,G2P00021
33072933,G2P01372
33073019,G2P00764
33073519,G2P00244
33076953,G2P00080
33077891,G2P00637
33082983,G2P00214
33087052,G2P01013
33089331,G2P01283
33090308,G2P01343
33091040,G2P00590
33092935,G2P03001
33093004,G2P01153
33093908,G2P00141
33096303,G2P01470
33098373,G2P03437
33099685,G2P01026;G2P01662;G2P01055
33101765,G2P01241
33101980,G2P00284
33104226,G2P01234
33105631,G2P01731;G2P02514;G2P00413;G2P00872
33107170,G2P01254
33107778,G2P00186
33109698,G2P00801
33109881,G2P02298
33111899,G2P02986
33112822,G2P01578
33113107,G2P00979
33113547,G2P02848
33116939,G2P01263
33117653,G2P00423
33120686,G2P00516
33120723,G2P01555
33123400,G2P01715
33123899,G2P00525
33126574,G2P00382
33129256,G2P00179
33131036,G2P00070
33131077,G2P03438
33131162,G2P01635;G2P00464
33131659,G2P01621
33134511,G2P01456
33137195,G2P00484
33141165,G2P00919
33141514,G2P02255
33143504,G2P01621
33145277,G2P03299
33148537,G2P00235
33148967,G2P01032
33151797,G2P00585
33153867,G2P03036
33157260,G2P01858
33160097,G2P03020
33162331,G2P01012
33163364,G2P02827
33163562,G2P00567
33166063,G2P02855
33169370,G2P00428
33169834,G2P01006
33173045,G2P01086
33173999,G2P00782
33174221,G2P01013
33174385,G2P00258
33174709,G2P00698
33177398,G2P01636
33179293,G2P02797
33184643,G2P00884
33186059,G2P01513
33186545,G2P03076
33186763,G2P01762
33187544,G2P00162
33187827,G2P01070;G2P00372
33188300,G2P03034
33188583,G2P00855
33189081,G2P01368
33190263,G2P00831
33190429,G2P03109
33190975,G2P03060
33191321,G2P01293
33191720,G2P00680
33193607,G2P00352
33193651,G2P01962
33194915,G2P00351
33199206,G2P00549
33200426,G2P00294;G2P01566
33201394,G2P00507
33203071,G2P01398
33204589,G2P01401
33205359,G2P02294
33207304,G2P01621
33207704,G2P03014
33214343,G2P00950;G2P01574;G2P01506
33215027,G2P01014;G2P00547
33215285,G2P00658
33216889,G2P02754
33217222,G2P03409
33217309,G2P03073
33218422,G2P00756;G2P00752
33219052,G2P01077
33220177,G2P03069;G2P03070
33221470,G2P00035
33222196,G2P00706
33223674,G2P00845
33224013,G2P00563;G2P00603
33227378,G2P01298
33228366,G2P00831
33229924,G2P00211
33236057,G2P00143
33238275,G2P00244
33238377,G2P00251
33240610,G2P01278;G2P00460
33240831,G2P00566
33242396,G2P03079
33242881,G2P03545
33243271,G2P00239;G2P00727;G2P00596;G2P00742
33243487,G2P02368
33244165,G2P00747;G2P00913
33245216,G2P01621
33245860,G2P03095
33246910,G2P00860;G2P00757
33247381,G2P01245
33248444,G2P02421
33248857,G2P00082
33250786,G2P00081
33251766,G2P00570
33251892,G2P00843
33256068,G2P01256
33256793,G2P00683
33261925,G2P00017
33262389,G2P01036
33263785,G2P00709
33266491,G2P01621
33267805,G2P03029
33268848,G2P00601
33269135,G2P01174
33269285,G2P00661
33269555,G2P01897
33272090,G2P03443
33274015,G2P00786
33274568,G2P00833
33277917,G2P00670
33279678,G2P03029
33283427,G2P03442;G2P02588
33288834,G2P00244
33294372,G2P00308
33295057,G2P00828
33295219,G2P00798
33296147,G2P03107
33298707,G2P02068
33298904,G2P00601
33298948,G2P00653
33299522,G2P00875
33301882,G2P00111
33302760,G2P01234
33304089,G2P00645
33304818,G2P00732
33305128,G2P00777
33305316,G2P01574
33307281,G2P01733
33308208,G2P01091
33308939,G2P00544
33309480,G2P01621
33312876,G2P02590
33314525,G2P00154
33314698,G2P00458;G2P00738
33315086,G2P01521
33315912,G2P03201
33318778,G2P00755
33319004,G2P01088
33320032,G2P00828
33323420,G2P03170
33324334,G2P01301
33325055,G2P00003
33325147,G2P01406
33325392,G2P01621
33325571,G2P01220
33329302,G2P00333
33329960,G2P01621
33332773,G2P01334
33333791,G2P00811;G2P01894;G2P03015
33334799,G2P00126
33335013,G2P01883
33335836,G2P00946
33335841,G2P00341
33338668,G2P01289
33339573,G2P01193
33342683,G2P00635
33344560,G2P00410
33344623,G2P01167;G2P01209
33344924,G2P00344
33345266,G2P00843
33347465,G2P01166
33348901,G2P00117;G2P01519
33349304,G2P00284
33351070,G2P02659
33352548,G2P00798
33352647,G2P00741
33354850,G2P00381
33355533,G2P03174
33356342,G2P01405
33358199,G2P00548
33358585,G2P01541
33361265,G2P00101
33361469,G2P02867
33361606,G2P01621
33363735,G2P00238
33368194,G2P00063
33369054,G2P00256;G2P00428
33369127,G2P00722
33369194,G2P02828
33370991,G2P02068
33376055,G2P01211
33376610,G2P01390
33381903,G2P02447
33382187,G2P03310
33384711,G2P00933
33385475,G2P00507
33386251,G2P00210
33391736,G2P01574
33392332,G2P00924
33395108,G2P00251
33397523,G2P00845
33397769,G2P01161;G2P01211
33399177,G2P01168
33400223,G2P00355;G2P00871
33401861,G2P01013
33403508,G2P01109
33404144,G2P01283
33404770,G2P00284
33407246,G2P01614
33407338,G2P00015
33414089,G2P02068
33414805,G2P00505
33415332,G2P03015
33415589,G2P00197
33415784,G2P00410
33416903,G2P00831
33417209,G2P00897;G2P00364
33417382,G2P00641
33418990,G2P00235
33421337,G2P00256
33421502,G2P03176
33422685,G2P00599
33423334,G2P01226
33424983,G2P00343
33426171,G2P02885
33429075,G2P01386
33431453,G2P03132
33433522,G2P00944
33434175,G2P00777
33434492,G2P01258
33437032,G2P01872
33442026,G2P03121
33442180,G2P01399
33442927,G2P01658
33443292,G2P00828
33447533,G2P01621
33451138,G2P00633;G2P00021
33452270,G2P00034
33453592,G2P00304;G2P00340;G2P00251
33455493,G2P00564
33455829,G2P00461
33457482,G2P00902
33458575,G2P01621
33460028,G2P00147
33460241,G2P00742
33461085,G2P03577;G2P03578;G2P00304
33466118,G2P01481
33468200,G2P01621
33469417,G2P00406;G2P00229
33473207,G2P01703
33475042,G2P00601
33476645,G2P01666
33476899,G2P00381
33478401,G2P01053
33478735,G2P00833
33482836,G2P03468
33486335,G2P00034
33486474,G2P01641
33488508,G2P03570
33489693,G2P00807
33489760,G2P00538
33491183,G2P02629
33491998,G2P00880
33492563,G2P00805
33493352,G2P00698
33494995,G2P00152
33495528,G2P01013
33497766,G2P00877
33506479,G2P01204
33508693,G2P00831
33510603,G2P00778
33511591,G2P02631
33511985,G2P00944
33512531,G2P01167
33513295,G2P01262
33513575,G2P00398
33514065,G2P00507
33514801,G2P01301;G2P01428;G2P00275
33515866,G2P00548;G2P00887;G2P00927;G2P02582;G2P01716
33516938,G2P01023
33517526,G2P01058
33522073,G2P00481
33522494,G2P00777
33526762,G2P00777
33527670,G2P01400
33528045,G2P00240
33529473,G2P01401
33529703,G2P01627
33530354,G2P01245
33534079,G2P01552
33536282,G2P03201
33538083,G2P00658
33538369,G2P01421
33542165,G2P01656
33542858,G2P01170
33542949,G2P01220;G2P01168
33544913,G2P00917
33546375,G2P00027
33548149,G2P00875
33549404,G2P00672
33550495,G2P00658
33552330,G2P01204
33552495,G2P00410
33552644,G2P00860
33553620,G2P02948
33555497,G2P00616
33557580,G2P01381
33557787,G2P00843;G2P01057
33558080,G2P01159
33558818,G2P00645
33559055,G2P00331
33559393,G2P00043
33562887,G2P01327
33564452,G2P02560
33564846,G2P00275
33565183,G2P03158
33565430,G2P00054;G2P00352
33566141,G2P00410
33569519,G2P01179
33570243,G2P02091
33571247,G2P01057
33572391,G2P01368
33576074,G2P01333
33576275,G2P01548
33577379,G2P01182
33578441,G2P03015
33579342,G2P01617
33581549,G2P01636
33583590,G2P00946
33583717,G2P01621
33585677,G2P02861
33590889,G2P01513
33594464,G2P00525
33595912,G2P00704
33596448,G2P00434
33597769,G2P01892
33598243,G2P01267
33598926,G2P02587
33599910,G2P00741
33601038,G2P01209
33602173,G2P01696
33602557,G2P00507
33603160,G2P00378
33608416,G2P01088
33609422,G2P01728
33610470,G2P00275
33614169,G2P01342
33614726,G2P00576
33618527,G2P00433
33619648,G2P00284
33622161,G2P00763
33623695,G2P00011
33624842,G2P00815;G2P00803;G2P00149
33625737,G2P00328
33626194,G2P01342
33627176,G2P00079
33628029,G2P00235
33628948,G2P00828
33629063,G2P00583;G2P03750
33629314,G2P01631
33630301,G2P00827
33630411,G2P00410;G2P00807;G2P00906;G2P01346;G2P01390
33632291,G2P01018
33632674,G2P01128
33633367,G2P01100
33633953,G2P00694
33634369,G2P00645
33638179,G2P01023
33638286,G2P00653;G2P02844
